,ConcernAspect,Score,Category
4528,Belief in personal impact on climate change,5.0,Quite a bit
4529,Belief in personal impact on climate change,6.0,Very much
4530,Belief in personal impact on climate change,1.0,Not at all
4531,Belief in personal impact on climate change,2.0,Slightly
4532,Belief in personal impact on climate change,3.0,Somewhat
4533,Belief in personal impact on climate change,5.0,Quite a bit
4534,Belief in personal impact on climate change,5.0,Quite a bit
4535,Belief in personal impact on climate change,4.0,Moderately
4536,Belief in personal impact on climate change,4.0,Moderately
4537,Belief in personal impact on climate change,1.0,Not at all
4538,Belief in personal impact on climate change,7.0,Extremely
4539,Belief in personal impact on climate change,5.0,Quite a bit
4540,Belief in personal impact on climate change,7.0,Extremely
4541,Belief in personal impact on climate change,6.0,Very much
4542,Belief in personal impact on climate change,3.0,Somewhat
4543,Belief in personal impact on climate change,7.0,Extremely
4544,Belief in personal impact on climate change,3.0,Somewhat
4545,Belief in personal impact on climate change,7.0,Extremely
4546,Belief in personal impact on climate change,6.0,Very much
4547,Belief in personal impact on climate change,7.0,Extremely
4548,Belief in personal impact on climate change,7.0,Extremely
4549,Belief in personal impact on climate change,5.0,Quite a bit
4550,Belief in personal impact on climate change,3.0,Somewhat
4551,Belief in personal impact on climate change,4.0,Moderately
4552,Belief in personal impact on climate change,5.0,Quite a bit
4553,Belief in personal impact on climate change,3.0,Somewhat
4554,Belief in personal impact on climate change,6.0,Very much
4555,Belief in personal impact on climate change,5.0,Quite a bit
4556,Belief in personal impact on climate change,2.0,Slightly
4557,Belief in personal impact on climate change,7.0,Extremely
4558,Belief in personal impact on climate change,4.0,Moderately
4559,Belief in personal impact on climate change,7.0,Extremely
4560,Belief in personal impact on climate change,6.0,Very much
4561,Belief in personal impact on climate change,4.0,Moderately
4562,Belief in personal impact on climate change,6.0,Very much
4563,Belief in personal impact on climate change,7.0,Extremely
4564,Belief in personal impact on climate change,4.0,Moderately
4565,Belief in personal impact on climate change,7.0,Extremely
4566,Belief in personal impact on climate change,6.0,Very much
4567,Belief in personal impact on climate change,5.0,Quite a bit
4568,Belief in personal impact on climate change,4.0,Moderately
4569,Belief in personal impact on climate change,6.0,Very much
4570,Belief in personal impact on climate change,4.0,Moderately
4571,Belief in personal impact on climate change,5.0,Quite a bit
4572,Belief in personal impact on climate change,2.0,Slightly
4573,Belief in personal impact on climate change,7.0,Extremely
4574,Belief in personal impact on climate change,5.0,Quite a bit
4575,Belief in personal impact on climate change,6.0,Very much
4576,Belief in personal impact on climate change,5.0,Quite a bit
4577,Belief in personal impact on climate change,5.0,Quite a bit
4578,Belief in personal impact on climate change,4.0,Moderately
4579,Belief in personal impact on climate change,4.0,Moderately
4580,Belief in personal impact on climate change,5.0,Quite a bit
4581,Belief in personal impact on climate change,1.0,Not at all
4582,Belief in personal impact on climate change,5.0,Quite a bit
4583,Belief in personal impact on climate change,2.0,Slightly
4584,Belief in personal impact on climate change,4.0,Moderately
4585,Belief in personal impact on climate change,3.0,Somewhat
4586,Belief in personal impact on climate change,1.0,Not at all
4587,Belief in personal impact on climate change,5.0,Quite a bit
4588,Belief in personal impact on climate change,7.0,Extremely
4589,Belief in personal impact on climate change,7.0,Extremely
4590,Belief in personal impact on climate change,6.0,Very much
4591,Belief in personal impact on climate change,5.0,Quite a bit
4592,Belief in personal impact on climate change,1.0,Not at all
4593,Belief in personal impact on climate change,5.0,Quite a bit
4594,Belief in personal impact on climate change,5.0,Quite a bit
4595,Belief in personal impact on climate change,4.0,Moderately
4596,Belief in personal impact on climate change,4.0,Moderately
4597,Belief in personal impact on climate change,4.0,Moderately
4598,Belief in personal impact on climate change,6.0,Very much
4599,Belief in personal impact on climate change,5.0,Quite a bit
4600,Belief in personal impact on climate change,4.0,Moderately
4601,Belief in personal impact on climate change,5.0,Quite a bit
4602,Belief in personal impact on climate change,5.0,Quite a bit
4603,Belief in personal impact on climate change,4.0,Moderately
4604,Belief in personal impact on climate change,3.0,Somewhat
4605,Belief in personal impact on climate change,4.0,Moderately
4606,Belief in personal impact on climate change,7.0,Extremely
4607,Belief in personal impact on climate change,5.0,Quite a bit
4608,Belief in personal impact on climate change,4.0,Moderately
4609,Belief in personal impact on climate change,6.0,Very much
4610,Belief in personal impact on climate change,7.0,Extremely
4611,Belief in personal impact on climate change,1.0,Not at all
4612,Belief in personal impact on climate change,7.0,Extremely
4613,Belief in personal impact on climate change,5.0,Quite a bit
4614,Belief in personal impact on climate change,5.0,Quite a bit
4615,Belief in personal impact on climate change,6.0,Very much
4616,Belief in personal impact on climate change,3.0,Somewhat
4617,Belief in personal impact on climate change,7.0,Extremely
4618,Belief in personal impact on climate change,7.0,Extremely
4619,Belief in personal impact on climate change,5.0,Quite a bit
4620,Belief in personal impact on climate change,4.0,Moderately
4621,Belief in personal impact on climate change,6.0,Very much
4622,Belief in personal impact on climate change,5.0,Quite a bit
4623,Belief in personal impact on climate change,5.0,Quite a bit
4624,Belief in personal impact on climate change,5.0,Quite a bit
4625,Belief in personal impact on climate change,5.0,Quite a bit
4626,Belief in personal impact on climate change,3.0,Somewhat
4627,Belief in personal impact on climate change,6.0,Very much
4628,Belief in personal impact on climate change,5.0,Quite a bit
4629,Belief in personal impact on climate change,5.0,Quite a bit
4630,Belief in personal impact on climate change,3.0,Somewhat
4631,Belief in personal impact on climate change,4.0,Moderately
4632,Belief in personal impact on climate change,4.0,Moderately
4633,Belief in personal impact on climate change,5.0,Quite a bit
4634,Belief in personal impact on climate change,6.0,Very much
4635,Belief in personal impact on climate change,2.0,Slightly
4636,Belief in personal impact on climate change,3.0,Somewhat
4637,Belief in personal impact on climate change,4.0,Moderately
4638,Belief in personal impact on climate change,4.0,Moderately
4639,Belief in personal impact on climate change,3.0,Somewhat
4640,Belief in personal impact on climate change,2.0,Slightly
4641,Belief in personal impact on climate change,5.0,Quite a bit
4642,Belief in personal impact on climate change,5.0,Quite a bit
4643,Belief in personal impact on climate change,6.0,Very much
4644,Belief in personal impact on climate change,7.0,Extremely
4645,Belief in personal impact on climate change,5.0,Quite a bit
4646,Belief in personal impact on climate change,6.0,Very much
4647,Belief in personal impact on climate change,6.0,Very much
4648,Belief in personal impact on climate change,7.0,Extremely
4649,Belief in personal impact on climate change,7.0,Extremely
4650,Belief in personal impact on climate change,7.0,Extremely
4651,Belief in personal impact on climate change,5.0,Quite a bit
4652,Belief in personal impact on climate change,5.0,Quite a bit
4653,Belief in personal impact on climate change,1.0,Not at all
4654,Belief in personal impact on climate change,3.0,Somewhat
4655,Belief in personal impact on climate change,6.0,Very much
4656,Belief in personal impact on climate change,4.0,Moderately
4657,Belief in personal impact on climate change,1.0,Not at all
4658,Belief in personal impact on climate change,7.0,Extremely
4659,Belief in personal impact on climate change,5.0,Quite a bit
4660,Belief in personal impact on climate change,5.0,Quite a bit
4661,Belief in personal impact on climate change,6.0,Very much
4662,Belief in personal impact on climate change,5.0,Quite a bit
4663,Belief in personal impact on climate change,4.0,Moderately
4664,Belief in personal impact on climate change,4.0,Moderately
4665,Belief in personal impact on climate change,6.0,Very much
4666,Belief in personal impact on climate change,6.0,Very much
4667,Belief in personal impact on climate change,2.0,Slightly
4668,Belief in personal impact on climate change,5.0,Quite a bit
4669,Belief in personal impact on climate change,6.0,Very much
4670,Belief in personal impact on climate change,4.0,Moderately
4671,Belief in personal impact on climate change,1.0,Not at all
4672,Belief in personal impact on climate change,5.0,Quite a bit
4673,Belief in personal impact on climate change,7.0,Extremely
4674,Belief in personal impact on climate change,5.0,Quite a bit
4675,Belief in personal impact on climate change,5.0,Quite a bit
4676,Belief in personal impact on climate change,5.0,Quite a bit
4677,Belief in personal impact on climate change,1.0,Not at all
4678,Belief in personal impact on climate change,5.0,Quite a bit
4679,Belief in personal impact on climate change,2.0,Slightly
4680,Belief in personal impact on climate change,7.0,Extremely
4681,Belief in personal impact on climate change,6.0,Very much
4682,Belief in personal impact on climate change,6.0,Very much
4683,Belief in personal impact on climate change,4.0,Moderately
4684,Belief in personal impact on climate change,6.0,Very much
4685,Belief in personal impact on climate change,5.0,Quite a bit
4686,Belief in personal impact on climate change,4.0,Moderately
4687,Belief in personal impact on climate change,6.0,Very much
4688,Belief in personal impact on climate change,4.0,Moderately
4689,Belief in personal impact on climate change,6.0,Very much
4690,Belief in personal impact on climate change,6.0,Very much
4691,Belief in personal impact on climate change,7.0,Extremely
4692,Belief in personal impact on climate change,5.0,Quite a bit
4693,Belief in personal impact on climate change,7.0,Extremely
4694,Belief in personal impact on climate change,5.0,Quite a bit
4695,Belief in personal impact on climate change,4.0,Moderately
4696,Belief in personal impact on climate change,5.0,Quite a bit
4697,Belief in personal impact on climate change,4.0,Moderately
4698,Belief in personal impact on climate change,7.0,Extremely
4699,Belief in personal impact on climate change,4.0,Moderately
4700,Belief in personal impact on climate change,6.0,Very much
4701,Belief in personal impact on climate change,1.0,Not at all
4702,Belief in personal impact on climate change,3.0,Somewhat
4703,Belief in personal impact on climate change,4.0,Moderately
4704,Belief in personal impact on climate change,5.0,Quite a bit
4705,Belief in personal impact on climate change,5.0,Quite a bit
4706,Belief in personal impact on climate change,5.0,Quite a bit
4707,Belief in personal impact on climate change,6.0,Very much
4708,Belief in personal impact on climate change,3.0,Somewhat
4709,Belief in personal impact on climate change,6.0,Very much
4710,Belief in personal impact on climate change,1.0,Not at all
4711,Belief in personal impact on climate change,7.0,Extremely
4712,Belief in personal impact on climate change,5.0,Quite a bit
4713,Belief in personal impact on climate change,5.0,Quite a bit
4714,Belief in personal impact on climate change,2.0,Slightly
4715,Belief in personal impact on climate change,7.0,Extremely
4716,Belief in personal impact on climate change,6.0,Very much
4717,Belief in personal impact on climate change,7.0,Extremely
4718,Belief in personal impact on climate change,5.0,Quite a bit
4719,Belief in personal impact on climate change,5.0,Quite a bit
4720,Belief in personal impact on climate change,6.0,Very much
4721,Belief in personal impact on climate change,2.0,Slightly
4722,Belief in personal impact on climate change,2.0,Slightly
4723,Belief in personal impact on climate change,6.0,Very much
4724,Belief in personal impact on climate change,5.0,Quite a bit
4725,Belief in personal impact on climate change,4.0,Moderately
4726,Belief in personal impact on climate change,4.0,Moderately
4727,Belief in personal impact on climate change,1.0,Not at all
4728,Belief in personal impact on climate change,5.0,Quite a bit
4729,Belief in personal impact on climate change,7.0,Extremely
4730,Belief in personal impact on climate change,1.0,Not at all
4731,Belief in personal impact on climate change,6.0,Very much
4732,Belief in personal impact on climate change,2.0,Slightly
4733,Belief in personal impact on climate change,6.0,Very much
4734,Belief in personal impact on climate change,5.0,Quite a bit
4735,Belief in personal impact on climate change,3.0,Somewhat
4736,Belief in personal impact on climate change,4.0,Moderately
4737,Belief in personal impact on climate change,6.0,Very much
4738,Belief in personal impact on climate change,2.0,Slightly
4739,Belief in personal impact on climate change,3.0,Somewhat
4740,Belief in personal impact on climate change,4.0,Moderately
4741,Belief in personal impact on climate change,4.0,Moderately
4742,Belief in personal impact on climate change,1.0,Not at all
4743,Belief in personal impact on climate change,5.0,Quite a bit
4744,Belief in personal impact on climate change,4.0,Moderately
4745,Belief in personal impact on climate change,5.0,Quite a bit
4746,Belief in personal impact on climate change,4.0,Moderately
4747,Belief in personal impact on climate change,5.0,Quite a bit
4748,Belief in personal impact on climate change,4.0,Moderately
4749,Belief in personal impact on climate change,7.0,Extremely
4750,Belief in personal impact on climate change,7.0,Extremely
4751,Belief in personal impact on climate change,6.0,Very much
4752,Belief in personal impact on climate change,4.0,Moderately
4753,Belief in personal impact on climate change,5.0,Quite a bit
4754,Belief in personal impact on climate change,7.0,Extremely
4755,Belief in personal impact on climate change,5.0,Quite a bit
4756,Belief in personal impact on climate change,4.0,Moderately
4757,Belief in personal impact on climate change,3.0,Somewhat
4758,Belief in personal impact on climate change,6.0,Very much
4759,Belief in personal impact on climate change,7.0,Extremely
4760,Belief in personal impact on climate change,5.0,Quite a bit
4761,Belief in personal impact on climate change,5.0,Quite a bit
4762,Belief in personal impact on climate change,4.0,Moderately
4763,Belief in personal impact on climate change,4.0,Moderately
4764,Belief in personal impact on climate change,6.0,Very much
4765,Belief in personal impact on climate change,6.0,Very much
4766,Belief in personal impact on climate change,6.0,Very much
